Napiecie        natezenie
6.339709738903672 22.468617857605306 
2.307962773229104 7.582590363638145 
4.219559124874098 12.673820873797451 
1.5104409516495099 8.026820094235145 
9.93898335133672 28.818682782973475 
4.851226200549528 19.478676565994874 
3.444424336627341 12.900694650242814 
6.2408488815058245 20.934364508299158 
5.413291223563825 16.855932463191067 
7.5070043467823275 24.37636518943816 
8.909379389607924 27.272863556149073 
6.362552627264195 19.075614756394284 
1.9134073687756448 8.940304693249573 
6.603535353387327 24.137128951045792 
0.8991742536197633 5.298227936615504 
5.469173101626994 18.09462742109711 
8.876014517499636 28.602691857373923 
4.85700625197243 16.94080712654945 
0.34881862480236947 4.4557534189950045 
4.00176033385776 13.932942042398691 
4.553022120435763 14.120125947134245 
5.756638306066151 21.02930009675263 
6.609149076930488 18.944066964544586 
2.7599191049099145 8.069171846176854 
7.721715322378238 21.47811081406501 
7.857184876297185 26.381980928125678 
7.461009646907472 23.163039601630285 
3.438152629651825 10.380167595157547 
1.3522599751681963 6.4631120717095945 
7.678294105124587 23.362804087618038 
5.401741260937322 16.567825761802464 
4.542084153837004 14.4045131552277 
7.867277979108163 25.22903716731233 
1.5400370962648036 5.278932027188217 
6.857072984865696 24.698523702017923 
6.182906078523756 21.627676468225253 
2.3554318723635403 6.263552933122297 
0.9949606769050889 2.850820080373604 
9.279654739945054 30.73733539958772 
1.7066493669823735 5.249029230205697 
8.564652817467485 27.177078422903776 
3.644944694074307 14.46636206440832 
3.9681032698507934 15.723808962829091 
7.736263059469084 24.083300680839603 
8.394649219442375 28.062076340247245 
2.840235437814945 15.684010201059934 
9.65719842351502 31.96772134305734 
4.516816612305908 19.00485405754952 
5.93005582952396 20.22965272490864 
2.2828304078264736 7.231835857076886 
6.8397995108747125 26.25402032688436 
0.23838217243759563 1.6380068236676355 
1.4669754938889623 4.109361228014413 
7.939543057928155 25.180806149720777 
1.3507633360834115 4.347738064407025 
9.883001335190997 29.94426762964634 
2.978890872382145 12.572252560323308 
0.00015417425180075384 3.53182374746802 
1.6199343640848651 5.469489882966174 
3.661477180632838 14.655514601091394 
8.533731338505305 27.74400626240322 
2.3381421084873977 7.288220808515365 
6.573294847755421 18.636990984637517 
7.870024385414198 26.92254372717821 
8.82071197007869 32.13889284788755 
4.292328786066827 13.084287309737158 
6.858367961834473 25.648195009877146 
0.308306297692581 4.3667496714264695 
6.572109662973941 20.320024195467447 
9.111125066423782 29.018391804026344 
6.736471439684922 23.47884018022134 
1.1381890572591347 8.637780755167341 
1.0755837957243364 3.2742208760465985 
8.605668362867906 24.303536114210218 
8.892313717202308 28.54174408458827 
3.2576269188659523 7.35296727803549 
7.02775097751746 23.380668997088936 
4.2574823009600475 17.23241628054603 
5.9894532189103415 21.925975863348377 
2.5449240880175017 8.709587214346161 
8.374622413009266 29.826088099724203 
2.4778164931717637 9.731145646570303 
3.369141917734584 11.59443358086808 
1.4114573172576284 5.442054703667381 
3.228713681397087 12.180419844362731 
9.886609608078869 36.3181254994521 
1.044139554164819 4.458319401225579 
0.5871872725336758 3.88416793638317 
5.589377818791346 19.190364930444208 
4.391707603607281 16.081754140725817 
8.138010999810891 28.359267152466703 
7.856545375875738 26.550913084062532 
2.0356508380116054 9.702067714246644 
9.807480339396745 30.840405853079908 
2.6740386118021844 10.181217846201076 
3.9488709171280414 15.402104926956033 
9.745061612036432 36.228404196543764 
0.7021923216849979 0.44344769656895844 
4.833141026129935 16.199113164297675 
0.10623280522204848 4.381533204413531 
